"Course (UG/PG)","Subject Area ","Catalog Number","Offering Unit/Department","Course Title","Course Description","Discipline Specific (Up to 5) - the dropdown list changes based on the Offering Unit/Department selection.","SMU Graduate Learning Outcomes","Grading Basis (e.g. Graded or Pass/Fail)","Course Attributes","Requisites"
"Undergraduate","ACM","203","SOSS","Introduction to Visual Arts Management","This module is designed as a Level 2 practical foundation to the Arts and Culture Management second major and aims to equip students with an expansive and inclusive knowledge of the key processes, practices and principles affecting the current and future directions of visual arts management in Singapore. Balancing conceptual analysis of past and existing institutional models with practical steps towards creating new approaches, students will engage critically and experientially with the structures, operations and management of the artists, organisations and stakeholders that present or produce visual artworks on various settings and scales. Strong emphasis will be placed on interrogating exhibition-making as material, embodied and dialogic practices, as well as considering the influences and issues arising from the proliferation of artistic and curatorial activities that have moved beyond the gallery to the street, heartlands, festivals and the internet. Ultimately, this module is aimed at enabling the Arts and Culture Management student in cultivating the competences required to support and respond to our fast-changing visual arts ecosystem challenged by various artistic, systemic, and audience-related issues.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Electives, AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","ACM","204","SOSS","Special Topics in Arts Management","Today, the arts have to be equipped to deal with the radical socio-economic and environmental changes that we are living through, from evolving audience behaviours and the relentless pressures of inflation. Additionally, arts organisations can no longer rely on pre-pandemic business models to sustain their survival, relevance and influence. Navigating these new challenges with a commitment to creative entrepreneurship and community relevance will be critical moving forward. 

This special topic on Arts Entrepreneurship and Creative Economies was chosen because the arts today must be equipped to deal with the radical socio-economic and environmental changes that we are living through, from evolving audience behaviours to the relentless pressures of inflation and a boundless array of inequities. Additionally, arts organisations can no longer rely on pre-pandemic business models to sustain their survival, relevance and influence. Navigating these new challenges with a commitment to creative entrepreneurship, community relevance and social justice will be critical moving forward. 

This topic will focus on enabling students to adopt an entrepreneurial mindset to identify, frame and shape the developments, challenges and opportunities facing the cultural and creative industries today and in the near future. They will acquire conceptual and practical skills to address these challenges using a cultural economics approach and cultural value perspective, particularly within a Singapore context. 

Upon completion, students will better understand: (1) the dynamic development and competition of the arts as exceptional and creative economies in Singapore, (2) the ambidexterity required to support the creation of conducive conditions to develop works of art, creative goods and services, and (3) how to develop evidence-based insights and value-based strategies from existing empirical case studies and ventures.

**This course will require preexisting arts management and Singapore art world knowledge.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Electives, AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCX - ARTS008","Yes"
"Undergraduate","ACM","205","SOSS","Arts and Culture Study Mission","The Arts and Culture Study Mission introduces students to art-making in an overseas country. The emphasis is on how culture shapes the arts, and how, in turn, art shapes community. The mission will lead students to an understanding of what are tradition and cultural values and the influences of globalisation on a society. Students will also understand how art articulates the national identity of a society. The Arts and Culture Study Mission involves in-class seminars that will introduce students to the art and culture of the country under study and will culminate in a trip to that country.","Contact RO","Disciplinary knowledge","GRD - Graded","AREA - Arts & Culture Mgmt Electives, AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - Open to Undergraduates only","No"
"Undergraduate","ACM","206","SOSS","Dance, Culture and Society","Perspectives on dance history, culture and society can be studied through a broad framework that looks at themes such as race, gender, tradition and change. These issues will be explored in historical periods from the Romantic to the contemporary eras including western classical ballet to post-modernism, traditional eastern dance forms to evolving Asian contemporary dance. Underpinning the discourse on the politics of dance is the tension between individual expression and societal norms, expectations, regulations and cultural identities. By probing key phases and artists that embody radical shifts in the evolution of dance fresh perspectives and new insights into the context of dance in relation to society are revealed.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Major, AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCX - FNAR001","Yes"
"Undergraduate","ACM","207","SOSS","The Art World: A Context for Framing Arts and Culture Management","This course is intended as a contextual approach to arts and culture management. Key literature in arts and culture management (Chong, BrinAREAdle, DeVereaux, Hesmondhalgh) is conflated first with the communication, programming and responses to key visual arts events in Singapore (National Gallery, Art Stage, Singapore Art Week) to consider the multiple constituents of the art world – art practices, exhibitions, media, discourse, art market.  The reading of the visual arts scene is further considered against the theories of ‘art world’ (Bourdieu, Danto, Dickie) so as to characterise how the art historical and critical discourse intersect with actual events, experiences and responses.  In delineating the above ‘context’, theories and practices of arts and culture management are in turn read in relation to the ‘art world’ both physical and conceptual.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Major, AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","ACM","208","SOSS","Art in Southeast Asia","The Thukhuma Collection at the School of Social Sciences is a point of entry into this course on art in Southeast Asia from the mid-19th century to the present. Art works, artists and art developments in each of the Southeast Asian countries are considered along broader regional themes and actual contacts and networks (such as the triangulation of Manila, Xiamen and Singapore). Singapore’s national collection of Southeast Asian art (at the National Gallery and Singapore Art Museum) forms the basis of images and resources for the course and participants are encouraged to view and interact with the works on display at the museums. Cultural modernity, political trajectories from the colonial to the postcolonial, as well as economic transformations such as the expansion of the cultural industry will be discussed in relation to the changing characteristics of art practices and expressions.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Major, AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","ACM","209","SOSS","Introduction to Literary Arts Management","This module is designed as a practical foundation to the Arts and Culture Management second major, which aspires to equip students with an informed working knowledge of literary arts management in Singapore. Through a unique combination of conceptual frameworks, applied methodologies and professional perspectives, students will gain insights into the practical and conceptual competencies required to support the institutions, intermediaries and practices that create and sustain the local literary communities of writers, editors, publishers, distributors, critics and readers in Singapore today. In particular, students will be exposed to a rich diversity of perspectives on the empirical challenges and operational issues faced by the literary arts value chain, including concepts of authorship, editorial, production, distribution, criticism and reception. Through experiential learning, students will also develop and enhance their understandings of the roles, functions and values of the collaborations, relationships and transmedia practices involved in the work of the arts manager. 
 
Ultimately, this Level Two module is aimed at enabling the Arts and Culture Management major student in cultivating the critical knowledge and interpretative skillsets required to support and sustain the growth of reading, writing and publishing in Singapore today.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Electives, AREA - Business Options, AREA - Business-Oriented Electives, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","ACM","210","SOSS","Arts and Audiences","This course provides students with a critical understanding of the themes, processes and techniques associated with developing, engaging and retaining audiences in the arts. Students will explore the diversity of forms, strategies and practices used to build and retain audiences for arts activities, including programming and content analysis, methodological research into audience attitudes, trends and expectations, and evaluating the suitability of a range of marketing and outreach techniques for varied contexts, content, forms and platforms. Through real-world case studies and experiential learning, students will tackle questions such as: Is there a difference between an audience, spectator, public, fan and community? What are the cultural, social and economic trends that impact attendance at arts events? How do arts managers attract new audiences to a deeper and richer range of arts programming and content? What is the difference between audience development, public participation and community engagement? How can arts managers best utilise existing resources to engage audiences from diverse backgrounds? What strategies are helpful for cultivating long-term arts audiences?

Ultimately, this course aims to provide students with a reflexive understanding of the challenges and opportunities involved in identifying, developing and retaining audiences for arts activities, as well as offering them critical skills to cultivate and engage with long-term arts audiences.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Major, AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","ACM","211","SOSS","The Art of Participation","With the rise of the ‘immersive’, ‘interactive’ and ‘participatory’ in art, there has been an increased demand for the audience to perform—as co-creator, as instigator, as player. The partitioning of roles that has conventionally cast the audience/spectator as being politically and aesthetically passive no longer holds. In this course, we will investigate the politics of participation in the arts, tracing the strategies of participation from the early iteration of forum theatre in Singapore to the gamification of performance. Examples would be drawn from across the eclectic genres of art: from environmental theatre to escape rooms, from exhibition design to theme parks, from pedagogy to perambulatory performances. Through the course, students will harness their critical position as participant-researchers, evaluating the commodification of audience experience even as they chart out new formations of collectivities within the experience economy. Reflexively, students will be expected to experiment with modes of participation in this module.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Major, AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP","No"
"Undergraduate","ACM","212","SOSS","Arts and Cultural Marketing","Can marketing really make a difference? Do arts organisations and events sell more tickets or improve their “liking” because of marketing? What is the best strategy for arts and cultural organisations: traditional print, social media or a blend of both? 

This course explores the essential and integrated role of marketing for non-profit and NGO-type organisations, particularly in the arts and cultural sectors. This course will identify relevant marketing methods, concepts and techniques to analyse successful (and failed) strategies, as well as to better understand the particular challenges faced by arts and cultural organisations. In particular, this course will focus on the study of integrated marketing communications (IMC). 

Ultimately, this course examines how marketing can possibly play a vital role in the development of the arts and cultural sectors at local, regional and global levels.","-","-","GRD - Graded","AREA - Arts & Culture Mgmt Major, AREA - Business Options, AREA - Business-Oriented Electives/IS Options, AREA - Econ Major Rel/Econ Options, AREA - General Education, AREA - Social Sciences/PLE Major-related, ENRL - SS Enrolment: 6 ISEP; 1 SUSEP, RQCX - MKTG101","Yes"
